STATE,DISTRICT,BLOCK,LOCATION,Latitude,Longitude,Year,pH,EC,CO3,Cl,SO4,TH,Ca,Mg,Na,TDS,Temperature,St Temp,St Ph,St Ec,St CO3,St CL,St SO4,St TH,St CA,St Mg,St Na,St TDS,WQI
West Bengal,North 24 Parganas,Barasat I,Bokanda,22.7031,88.5864,2021,7.81,551,0,25,0,175,40,18,52,323,21.32321459,25,8.5,300,250,250,250,500,75,30,200,500,51.99025985
West Bengal,North 24 Parganas,Barasat I,Kadambagachi,22.7108,88.5372,2021,7.87,518,0,25,12,165,56,6,50,313,23.02116025,25,8.5,300,250,250,250,500,75,30,200,500,50.25617948
West Bengal,North 24 Parganas,Barasat II,Aminpur Bazar,22.6722,88.5792,2021,7.81,528,0,43,4,210,28,34,28,313,20.98395942,25,8.5,300,250,250,250,500,75,30,200,500,54.7275004
West Bengal,North 24 Parganas,Barasat II,Digberia,22.6942,88.4922,2021,7.67,569,0,32,4,230,34,35,33,339,30.8013969,25,8.5,300,250,250,250,500,75,30,200,500,60.38535645
West Bengal,North 24 Parganas,Barrackpur I,Kuliagarh,22.8808,88.4592,2021,7.32,484,0,18,0,195,24,33,18,260,26.14550507,25,8.5,300,250,250,250,500,75,30,200,500,48.76806245
West Bengal,North 24 Parganas,Barrackpur II,Bidhyadharpur,22.7525,88.3889,2021,7.65,587,0,25,0,175,24,28,59,347,24.88477769,25,8.5,300,250,250,250,500,75,30,200,500,55.25204037
West Bengal,North 24 Parganas,Deganga,Berachampa,22.69329,88.67872,2021,7.8,535,0,50,0,180,16,34,40,287,28.46276838,25,8.5,300,250,250,250,500,75,30,200,500,55.78040062
West Bengal,North 24 Parganas,Habra II,Guma,22.8092,88.5961,2021,7.81,452,0,18,1,170,30,23,27,257,20.04338776,25,8.5,300,250,250,250,500,75,30,200,500,46.18244403
West Bengal,North 24 Parganas,Habra II,Sendanga,22.8847,88.6078,2021,7.76,399,0,18,0,170,30,23,19,240,28.59752044,25,8.5,300,250,250,250,500,75,30,200,500,46.67485592
West Bengal,North 24 Parganas,Rajarhat,Bishnupur Ghoshpara,22.61701,88.50639,2021,7.34,885,0,152,0,310,28,58,66,493,23.63443641,25,8.5,300,250,250,250,500,75,30,200,500,81.57009809
West Bengal,North 24 Parganas,Rajarhat,Rajarhat,22.6362,88.471,2021,7.54,1363,0,181,62,370,32,70,167,839,28.13010509,25,8.5,300,250,250,250,500,75,30,200,500,118.3048867
West Bengal,North 24 Parganas,Swarupnagar,Tentulia,22.9003,88.7014,2021,8.04,504,0,39,0,120,20,17,68,306,27.15974801,25,8.5,300,250,250,250,500,75,30,200,500,51.28233261
West Bengal,Paschim Barddhaman,Kanksa,Kanksa,23.48984,87.45765,2021,8.28,1757,0,206,92,350,78,38,203,1085,22.00286536,25,8.5,300,250,250,250,500,75,30,200,500,136.1252844
West Bengal,Paschim Medinipur,Binpur-I,Dahijuri,22.511,86.98044,2021,8.24,681,0,82,32,205,62,12,48,452,25.47808016,25,8.5,300,250,250,250,500,75,30,200,500,66.840514
West Bengal,Paschim Medinipur,Debra,Balichak,22.3624,87.55637,2021,8.09,387,0,32,0,170,40,17,18,247,32.48715821,25,8.5,300,250,250,250,500,75,30,200,500,49.71048177
West Bengal,Paschim Medinipur,Garbeta II,Raskunda,22.79094,87.43147,2021,8.13,518,0,89,33,175,6,39,32,297,31.09986433,25,8.5,300,250,250,250,500,75,30,200,500,60.87267794
West Bengal,Paschim Medinipur,Garbeta III,Andhar Nayan,22.73067,87.49373,2021,7.51,73,0,18,0,30,10,1,4,41,32.43235654,25,8.5,300,250,250,250,500,75,30,200,500,20.73903874
West Bengal,Paschim Medinipur,Garbeta-I,Dhadika,22.88156,87.36194,2021,8.1,222,0,7,1,100,20,12,7,129,23.78661432,25,8.5,300,250,250,250,500,75,30,200,500,32.87695066
West Bengal,Paschim Medinipur,Jhargram,Rashmandal,22.51438,87.00837,2021,7.69,149,0,18,15,70,22,4,6,103,21.92224218,25,8.5,300,250,250,250,500,75,30,200,500,25.16566382
West Bengal,Paschim Medinipur,Medinipur,Chilgora,22.4626,87.14058,2021,7.94,434,0,89,18,90,20,10,38,268,21.97365616,25,8.5,300,250,250,250,500,75,30,200,500,44.42072345
West Bengal,Paschim Medinipur,Mohanpur,Mohanpur,21.84334,87.42151,2021,8.14,327,0,32,1,140,36,12,16,207,22.44953544,25,8.5,300,250,250,250,500,75,30,200,500,41.21801289
West Bengal,Paschim Medinipur,Panskura-II,Kolaghat,22.45379,87.87163,2021,8.04,625,0,57,1,120,14,21,107,420,24.64121382,25,8.5,300,250,250,250,500,75,30,200,500,59.05438078
West Bengal,Paschim Medinipur,Sabang,Temathani,22.33658,87.55551,2021,8.18,598,0,96,4,130,26,16,90,371,30.38180603,25,8.5,300,250,250,250,500,75,30,200,500,61.15702037
West Bengal,Purba Barddhaman,Ausgram-I,Chak-Radhamohanpur,23.48543,87.64279,2021,8.07,82,0,11,1,25,6,2,5,50,27.6407134,25,8.5,300,250,250,250,500,75,30,200,500,22.38147154
West Bengal,Purba Barddhaman,Ausgram-II,Chora,23.56741,87.60265,2021,8.18,476,0,25,8,215,50,22,16,307,32.89890687,25,8.5,300,250,250,250,500,75,30,200,500,57.68445098
West Bengal,Purba Barddhaman,Bardhaman-I,Amirpur,23.20427,87.92934,2021,8.23,191,0,32,9,85,30,2,12,156,27.86523662,25,8.5,300,250,250,250,500,75,30,200,500,34.03584362
West Bengal,Purba Barddhaman,Bardhaman-I,Malkita,23.30352,87.88717,2021,8.12,540,0,39,19,255,44,35,15,336,20.53927904,25,8.5,300,250,250,250,500,75,30,200,500,60.09610147
West Bengal,Purba Barddhaman,Bhatar,Bolgona,23.46095,87.93961,2021,8.18,499,0,46,15,225,36,33,18,308,27.56097761,25,8.5,300,250,250,250,500,75,30,200,500,59.38581004
West Bengal,Purba Barddhaman,Galsi-I,Paraj More,23.37922,87.60698,2021,7.86,635,0,74,17,265,86,12,19,356,22.40802312,25,8.5,300,250,250,250,500,75,30,200,500,62.12715992
West Bengal,Purba Barddhaman,Galsi-I,Rekona,23.3859,87.59087,2021,7.88,488,0,53,16,210,62,13,15,306,33.69455779,25,8.5,300,250,250,250,500,75,30,200,500,56.40105132
West Bengal,Purba Barddhaman,Galsi-I,Sillaghat,23.28846,87.57174,2021,8.24,472,0,28,15,220,58,18,12,311,20.22014307,25,8.5,300,250,250,250,500,75,30,200,500,53.41944596
West Bengal,Purba Barddhaman,Galsi-II,Bahirghona,23.37288,87.71057,2021,8.24,689,0,67,23,315,72,33,18,429,31.91065429,25,8.5,300,250,250,250,500,75,30,200,500,76.34326823
West Bengal,Purba Barddhaman,Jamalpur,Gopalpur,23.09095,88.09896,2021,8.35,1166,48,117,28,265,66,24,86,811,24.5730436,25,8.5,300,250,250,250,500,75,30,200,500,98.2144401
West Bengal,Purba Barddhaman,Jamalpur,Haibatpur,23.1474,88.00318,2021,7.53,1615,0,177,108,420,44,75,156,1009,32.32028895,25,8.5,300,250,250,250,500,75,30,200,500,135.4013172
West Bengal,Purba Barddhaman,Kalna,Raipur,23.23865,87.95835,2021,7.97,1628,0,206,53,310,74,30,201,1025,28.90703221,25,8.5,300,250,250,250,500,75,30,200,500,126.6116481
West Bengal,Purba Barddhaman,Kalna-I,Dhatrigram,23.26832,88.32452,2021,7.8,1240,0,184,40,345,90,29,108,701,32.15901573,25,8.5,300,250,250,250,500,75,30,200,500,105.8881269
West Bengal,Purba Barddhaman,Kalna-I,Purba sahapur,23.20461,88.37803,2021,8.1,405,0,25,7,165,60,4,25,286,30.519966,25,8.5,300,250,250,250,500,75,30,200,500,49.02241188
West Bengal,Purba Barddhaman,Kalna-II,Bara Dhamas,23.16719,88.20724,2021,8.05,400,0,21,9,160,56,5,25,273,20.1537358,25,8.5,300,250,250,250,500,75,30,200,500,44.21650999
West Bengal,Purba Barddhaman,Katwa-II,Nandigram,23.5441,88.14992,2021,8.12,377,0,25,2,160,42,13,24,274,29.83500807,25,8.5,300,250,250,250,500,75,30,200,500,48.05515445
West Bengal,Purba Barddhaman,Khandaghosh,Bowaichandi,23.13671,87.73035,2021,8.02,453,0,35,6,205,48,21,13,302,29.34092821,25,8.5,300,250,250,250,500,75,30,200,500,54.06033753
West Bengal,Purba Barddhaman,Mangalkot,Koichor,23.54069,88.00351,2021,7.85,542,0,64,11,230,80,7,19,351,29.5568954,25,8.5,300,250,250,250,500,75,30,200,500,58.29644681
West Bengal,Purba Barddhaman,Manteswar,Maladanga,23.42904,88.08212,2021,7.88,423,0,18,0,205,54,17,19,299,28.39140122,25,8.5,300,250,250,250,500,75,30,200,500,50.85444893
West Bengal,Purba Barddhaman,Memari-I,Dakshin Radhakantapur,23.18522,88.09082,2021,8.22,641,0,43,20,140,50,4,28,414,28.75390907,25,8.5,300,250,250,250,500,75,30,200,500,58.18323966
West Bengal,Purba Barddhaman,Purbasathali-II,Chupi,23.4666,88.34432,2021,8.14,551,0,14,5,265,44,38,17,356,21.12943162,25,8.5,300,250,250,250,500,75,30,200,500,60.89252059
West Bengal,Purba Barddhaman,Purbasathali-II,Malamba,23.36411,88.06869,2021,8.15,445,0,18,2,205,48,21,23,305,27.53104465,25,8.5,300,250,250,250,500,75,30,200,500,53.69310715
West Bengal,Purba Barddhaman,Purbasathali-II,Uttar srirampur,23.4036,88.34775,2021,7.85,463,0,25,5,225,50,24,18,315,29.12102532,25,8.5,300,250,250,250,500,75,30,200,500,54.831888
West Bengal,Purba Barddhaman,Raina-II,Kaity,23.01485,87.82291,2021,8.05,452,0,35,9,225,48,26,12,339,23.57469311,25,8.5,300,250,250,250,500,75,30,200,500,54.73019143
West Bengal,Purulia,Balarampur,Namsole,23.26639,86.32278,2021,7.73,3610,0,1007,101,1220,46,269,145,1741,30.78795804,25,8.5,300,250,250,250,500,75,30,200,500,312.8228938
West Bengal,Purulia,Barabazar,Barabazar,23.37722,86.40556,2021,7.63,2463,0,429,150,705,252,18,117,1221,27.85640106,25,8.5,300,250,250,250,500,75,30,200,500,185.9750549
West Bengal,Purulia,Barabazar,Takariya,23.16,86.32,2021,7.54,680,0,82,60,230,70,13,47,449,23.57299919,25,8.5,300,250,250,250,500,75,30,200,500,64.52048455
West Bengal,Purulia,Brundwan,Dhabani,23.66222,86.82472,2021,7.78,914,0,67,63,375,78,44,36,566,30.86120388,25,8.5,300,250,250,250,500,75,30,200,500,89.90710444
West Bengal,Purulia,Hura,Bishpuria,23.28611,86.72306,2021,7.76,1255,0,163,44,390,120,22,68,667,22.40782536,25,8.5,300,250,250,250,500,75,30,200,500,101.8331486
West Bengal,Purulia,Hura,Duriakata,23.15889,86.65167,2021,8.58,481,39,25,20,55,10,7,61,268,27.9446117,25,8.5,300,250,250,250,500,75,30,200,500,49.34652547
West Bengal,Purulia,Hura,Kulabahal,23.29972,86.54222,2021,8,1263,0,191,42,325,94,22,89,677,26.51715645,25,8.5,300,250,250,250,500,75,30,200,500,102.7729054
West Bengal,Purulia,Hura,Lalpur,23.27444,86.64083,2021,7.89,1207,0,160,127,300,40,49,146,823,32.08125334,25,8.5,300,250,250,250,500,75,30,200,500,110.8234861
West Bengal,Purulia,Jaypur,Narayanpur,23.41,86.2,2021,7.67,435,0,32,51,145,44,9,35,269,30.14550422,25,8.5,300,250,250,250,500,75,30,200,500,48.40139547
West Bengal,Purulia,Jhalda II,Durgu,23.36528,85.97556,2021,8.16,1721,0,379,70,580,90,86,73,852,27.77962306,25,8.5,300,250,250,250,500,75,30,200,500,151.9350144
West Bengal,Purulia,Jhalda II,Kotshila,23.4175,86.14167,2021,7.44,344,0,28,12,125,30,12,25,219,31.67184645,25,8.5,300,250,250,250,500,75,30,200,500,40.72612598
West Bengal,Purulia,Kashipur,Indrabil,23.41139,86.7825,2021,7.67,1749,0,188,56,680,112,97,120,1076,21.37087733,25,8.5,300,250,250,250,500,75,30,200,500,154.0560766
West Bengal,Purulia,Kashipur,Napara,23.56333,86.46806,2021,7.78,945,0,163,88,410,84,49,39,615,20.41543644,25,8.5,300,250,250,250,500,75,30,200,500,95.3540981
West Bengal,Purulia,Manbazar I,Manbazar,23.06,86.65,2021,7.42,976,0,113,23,310,76,29,79,553,24.29038313,25,8.5,300,250,250,250,500,75,30,200,500,83.18135144
West Bengal,Purulia,Manbazar I,Sindurpur,23.10417,86.13917,2021,8.03,568,0,103,37,170,34,21,44,361,32.63737312,25,8.5,300,250,250,250,500,75,30,200,500,62.55298416
West Bengal,Purulia,Manbazar-II,Khariduyara,23.28056,86.76111,2021,7.89,501,0,28,29,205,52,18,23,323,26.85068149,25,8.5,300,250,250,250,500,75,30,200,500,54.81539933
West Bengal,Purulia,Neturia,Gobag,22.9,86.49,2021,7.63,807,0,106,45,320,82,28,27,488,27.4389478,25,8.5,300,250,250,250,500,75,30,200,500,78.08385981
West Bengal,Purulia,Neturia,Nituria,23.39361,86.27528,2021,7.72,1338,0,195,104,455,114,41,82,790,28.64604538,25,8.5,300,250,250,250,500,75,30,200,500,118.8046226
West Bengal,Purulia,Para,Anara,23.49139,86.56472,2021,7.53,1103,0,124,39,340,88,29,77,635,28.54731534,25,8.5,300,250,250,250,500,75,30,200,500,93.62629649
West Bengal,Purulia,Para,Deuli,24.01889,87.2925,2021,7.69,725,0,110,89,190,36,24,52,453,21.83998147,25,8.5,300,250,250,250,500,75,30,200,500,67.02059932
West Bengal,Purulia,Para,Kashiberia,23.29861,86.6625,2021,7.97,443,0,43,23,200,14,40,23,283,23.73996572,25,8.5,300,250,250,250,500,75,30,200,500,53.98119966
West Bengal,Purulia,Puncha,Damodarpur,23.19889,86.66667,2021,7.72,2290,0,404,229,895,110,151,65,1235,26.59260693,25,8.5,300,250,250,250,500,75,30,200,500,207.2185237
West Bengal,Purulia,Puncha,Kenda,23.19306,86.51833,2021,7.69,565,0,82,26,135,26,17,63,353,29.98372362,25,8.5,300,250,250,250,500,75,30,200,500,56.1728692
West Bengal,Purulia,Puncha,Kulgara,23.54417,86.54917,2021,7.87,976,0,85,87,290,48,41,75,557,26.52000989,25,8.5,300,250,250,250,500,75,30,200,500,87.79818541
West Bengal,Purulia,Purulia I,Chakaltore,23,86.38,2021,7.73,1699,0,259,78,525,124,52,98,984,28.19179109,25,8.5,300,250,250,250,500,75,30,200,500,141.0939846
West Bengal,Purulia,Purulia I,Dhobakata,23.52472,86.85667,2021,7.98,1169,0,174,45,480,32,97,60,682,32.91239279,25,8.5,300,250,250,250,500,75,30,200,500,118.4226883
West Bengal,Purulia,Purulia I,Imundi,22.98917,86.63,2021,7.87,676,0,71,45,210,40,27,64,428,33.66107846,25,8.5,300,250,250,250,500,75,30,200,500,69.75554368
West Bengal,Purulia,Puruliya II,Podalaroad,23.42389,86.66639,2021,7.79,1316,0,152,99,350,80,36,79,754,22.70387134,25,8.5,300,250,250,250,500,75,30,200,500,106.3195896
West Bengal,Purulia,Raghunathpur II,Raghunathpur,23.96694,87.01833,2021,7.46,1718,0,383,14,410,136,17,174,946,27.39151725,25,8.5,300,250,250,250,500,75,30,200,500,133.4454002
West Bengal,Purulia,Santuri,Santuri,23.49083,86.67,2021,7.51,2692,0,500,225,740,122,106,188,1411,25.559258,25,8.5,300,250,250,250,500,75,30,200,500,214.888215
West Bengal,South 24 Parganas,Baruipur,Baruipur,22.5261,88.4336,2021,8.86,761,48,39,2,195,24,33,98,425,21.94758936,25,8.5,300,250,250,250,500,75,30,200,500,74.18700219
West Bengal,South 24 Parganas,Baruipur,Champahati,22.4025,88.5003,2021,8.31,1661,48,404,29,415,54,68,199,884,32.92035776,25,8.5,300,250,250,250,500,75,30,200,500,147.5498271
West Bengal,South 24 Parganas,Baruipur,Dhapadhapi,22.3156,88.4708,2021,8.31,684,36,82,0,100,24,10,95,355,26.88764154,25,8.5,300,250,250,250,500,75,30,200,500,61.26520298
West Bengal,South 24 Parganas,Baruipur,Dhopagachi,22.3675,88.4006,2021,8.63,1770,90,277,2,475,38,92,225,991,31.79785372,25,8.5,300,250,250,250,500,75,30,200,500,157.8628559
West Bengal,South 24 Parganas,Baruipur,Naridana,22.3897,88.4814,2021,8.36,721,48,99,0,130,24,17,108,412,24.168757,25,8.5,300,250,250,250,500,75,30,200,500,67.04924497
West Bengal,South 24 Parganas,Baruipur,Padma Jola,22.3156,88.4708,2021,8.36,1386,33,319,0,345,32,64,162,731,24.35643946,25,8.5,300,250,250,250,500,75,30,200,500,122.0993113
West Bengal,South 24 Parganas,Baruipur,Ramdhari,22.3436,88.5714,2021,8.21,2862,0,819,79,545,18,122,391,1561,22.61989616,25,8.5,300,250,250,250,500,75,30,200,500,230.1557198
West Bengal,South 24 Parganas,Baruipur,Ramnagar,22.3361,88.4769,2021,8.36,512,18,64,0,150,36,15,26,235,29.51409354,25,8.5,300,250,250,250,500,75,30,200,500,54.56270068
West Bengal,South 24 Parganas,Baruipur,Ramnagar,22.3358,88.4558,2021,8.21,605,0,64,0,190,24,32,36,310,27.67772324,25,8.5,300,250,250,250,500,75,30,200,500,61.39189936
West Bengal,South 24 Parganas,Baruipur,Sahapara,22.345,88.4425,2021,8.95,898,42,50,6,210,30,33,115,488,28.8178758,25,8.5,300,250,250,250,500,75,30,200,500,84.62771241
West Bengal,South 24 Parganas,Baruipur,Sarberia,22.27,88.445,2021,8.58,1278,57,113,53,275,36,45,170,676,22.42772643,25,8.5,300,250,250,250,500,75,30,200,500,107.5858399
West Bengal,South 24 Parganas,Baruipur,Surjapur-Hut,22.3006,88.4644,2021,8.42,2143,33,479,82,500,60,85,259,1110,31.89120528,25,8.5,300,250,250,250,500,75,30,200,500,180.818014
West Bengal,South 24 Parganas,Baruipur,Tangtala,22.3669,88.3825,2021,8.38,890,45,149,0,190,30,28,119,496,33.52363938,25,8.5,300,250,250,250,500,75,30,200,500,84.58132341
West Bengal,South 24 Parganas,Basanti,Goiler More,22.2085,88.7012,2021,8.94,877,48,82,0,120,20,17,176,558,25.24985299,25,8.5,300,250,250,250,500,75,30,200,500,80.14540109
West Bengal,South 24 Parganas,Basanti,Kalidanga,22.3595,88.4319,2021,8.54,909,51,124,0,120,26,13,217,658,23.40135883,25,8.5,300,250,250,250,500,75,30,200,500,82.85200927
West Bengal,South 24 Parganas,Basanti,Kalimore,22.1808,88.7089,2021,8.34,910,75,60,0,100,16,15,182,516,27.61859155,25,8.5,300,250,250,250,500,75,30,200,500,76.60676056
West Bengal,South 24 Parganas,Basanti,Nafarganj,22.1167,88.6636,2021,8.62,957,42,74,0,145,20,23,182,578,31.20263682,25,8.5,300,250,250,250,500,75,30,200,500,85.19489824
West Bengal,South 24 Parganas,Basanti,Narayantala,22.2642,88.6858,2021,8.32,2591,30,720,43,430,36,83,391,1399,22.46199172,25,8.5,300,250,250,250,500,75,30,200,500,204.0619364
West Bengal,South 24 Parganas,Basanti,Panikhali Bazar,22.2831,88.7456,2021,8.62,1955,57,425,0,200,26,33,401,1141,31.39603972,25,8.5,300,250,250,250,500,75,30,200,500,153.7652266
West Bengal,South 24 Parganas,Basanti,Purba Bhangankhali,22.4269,88.3019,2021,8.54,1228,39,216,0,225,24,40,195,676,20.15196317,25,8.5,300,250,250,250,500,75,30,200,500,103.421926
West Bengal,South 24 Parganas,Basanti,Sonakhali.c,22.20211,88.7078,2021,8.63,2262,69,585,0,105,24,11,501,1416,24.95200931,25,8.5,300,250,250,250,500,75,30,200,500,167.9492155
West Bengal,South 24 Parganas,Bhangar-I,Chandipur,22.5117,88.6478,2021,8.6,1300,39,340,0,365,64,50,200,848,25.81242907,25,8.5,300,250,250,250,500,75,30,200,500,126.3136106
West Bengal,South 24 Parganas,Bhangar-I,Harirpur,22.3872,88.4283,2021,8.66,774,30,82,2,190,30,28,99,455,27.17568027,25,8.5,300,250,250,250,500,75,30,200,500,75.89115646
West Bengal,South 24 Parganas,Bhangar-I,Kashipur,22.5669,88.5931,2021,8.81,607,30,35,0,255,64,23,25,345,31.31854383,25,8.5,300,250,250,250,500,75,30,200,500,69.88856139
West Bengal,South 24 Parganas,Bhangar-I,Katalia,22.5261,88.6089,2021,8.8,1049,21,223,16,280,44,41,97,564,32.82921759,25,8.5,300,250,250,250,500,75,30,200,500,101.6015337
West Bengal,South 24 Parganas,Bhangar-II,Kashipur,22.5561,88.5969,2021,8.69,838,30,117,0,345,40,60,45,426,23.03474432,25,8.5,300,250,250,250,500,75,30,200,500,88.45202824
West Bengal,South 24 Parganas,Bhangar-II,Polerhut,22.5819,88.5692,2021,8.33,852,30,131,0,215,28,35,94,477,28.51460562,25,8.5,300,250,250,250,500,75,30,200,500,80.95682629
West Bengal,South 24 Parganas,Bishnupur-I,Dakshin Barasat,22.2275,88.4447,2021,8.89,1024,45,121,0,190,18,35,156,557,30.65084837,25,8.5,300,250,250,250,500,75,30,200,500,93.12758123
West Bengal,South 24 Parganas,Budge Budge-I,Gobarjuri,22.4478,88.1714,2021,8.33,1641,39,393,5,485,90,63,107,753,23.34779515,25,8.5,300,250,250,250,500,75,30,200,500,139.5416225
West Bengal,South 24 Parganas,Canning-I,Athaarobanki,22.3203,88.6542,2021,8.67,2470,60,610,0,200,40,24,528,1465,23.09211903,25,8.5,300,250,250,250,500,75,30,200,500,184.1244069
West Bengal,South 24 Parganas,Canning-I,Nalia Khali,22.2394,88.6056,2021,8.42,951,30,160,0,170,24,27,147,581,33.01594309,25,8.5,300,250,250,250,500,75,30,200,500,87.76640355
West Bengal,South 24 Parganas,Canning-I,Paranikkheko,22.2814,88.6381,2021,8.38,684,57,39,0,180,26,28,113,443,21.34748546,25,8.5,300,250,250,250,500,75,30,200,500,68.44454017
West Bengal,South 24 Parganas,Canning-I,Raibaghini more(Sharatpally m,22.3058,88.6575,2021,8.21,1048,0,160,0,200,18,38,130,553,24.20642482,25,8.5,300,250,250,250,500,75,30,200,500,87.0083969
West Bengal,South 24 Parganas,Canning-II,Akratala,22.8075,89.1078,2021,8.6,1963,36,450,20,280,40,44,371,1159,31.34647898,25,8.5,300,250,250,250,500,75,30,200,500,160.1896287
West Bengal,South 24 Parganas,Canning-II,Jaikhali,22.4442,88.7008,2021,8.97,2102,54,408,0,260,36,41,376,1136,33.54512947,25,8.5,300,250,250,250,500,75,30,200,500,163.8951986
West Bengal,South 24 Parganas,Diamond Harbour,Uttar Hazipur,22.1983,88.1858,2021,8.58,1738,42,461,0,150,4,34,343,1055,28.90206152,25,8.5,300,250,250,250,500,75,30,200,500,139.3310527
West Bengal,South 24 Parganas,Falta,Dostipur,22.2706,88.20218,2021,8.43,1928,45,496,136,470,56,80,265,1216,23.67857931,25,8.5,300,250,250,250,500,75,30,200,500,174.0497864
West Bengal,South 24 Parganas,Gosaba,Jotirampur Ferryghat,22.17,88.8,2021,8.26,1989,0,429,0,370,90,35,231,1007,21.47720534,25,8.5,300,250,250,250,500,75,30,200,500,148.3704989
West Bengal,South 24 Parganas,Joynagar-I,Burarghat,22.1672,88.4267,2021,8.23,1000,0,149,0,210,40,27,199,707,24.68503314,25,8.5,300,250,250,250,500,75,30,200,500,90.90061811
West Bengal,South 24 Parganas,Joynagar-I,Dhoserhat,22.1796,88.4265,2021,8.83,1142,63,103,45,205,60,13,185,655,25.27269471,25,8.5,300,250,250,250,500,75,30,200,500,97.81734353
West Bengal,South 24 Parganas,Joynagar-I,Jaynagar,22.1678,88.4128,2021,8.99,1098,33,113,0,140,28,17,189,642,20.51239084,25,8.5,300,250,250,250,500,75,30,200,500,89.45602091
West Bengal,South 24 Parganas,Joynagar-II,Natunhat Bakultala,22.1453,88.4856,2021,8.12,912,0,149,0,215,24,38,184,718,31.91205514,25,8.5,300,250,250,250,500,75,30,200,500,91.19832308
West Bengal,South 24 Parganas,Kakdwip,Kakdwip,21.8747,88.1878,2021,8.5,1289,51,277,0,225,16,45,230,771,26.71783074,25,8.5,300,250,250,250,500,75,30,200,500,113.9337566
West Bengal,South 24 Parganas,Kakdwip,Kamarhat,21.8857,88.192,2021,8.6,1018,30,191,23,205,16,40,164,592,25.82843299,25,8.5,300,250,250,250,500,75,30,200,500,94.81639988
West Bengal,South 24 Parganas,KMC,Barisha,22.4697,88.3108,2021,8.91,965,45,106,0,285,66,29,98,509,21.35307629,25,8.5,300,250,250,250,500,75,30,200,500,89.7526338
West Bengal,South 24 Parganas,KMC,Budge Budge,22.48,88.2,2021,8.43,792,60,85,0,175,48,13,131,538,21.84002465,25,8.5,300,250,250,250,500,75,30,200,500,74.55697866
West Bengal,South 24 Parganas,Kulpi,Nischintapur,21.9731,88.2089,2021,8.63,1514,39,351,0,175,20,30,229,768,23.49033965,25,8.5,300,250,250,250,500,75,30,200,500,117.5510326
West Bengal,South 24 Parganas,Kultali,Ambikanagar,22.17,88.58,2021,8.81,1208,54,149,32,180,34,23,218,696,30.16131406,25,8.5,300,250,250,250,500,75,30,200,500,104.0162354
West Bengal,South 24 Parganas,Kultali,Jalabaria,22.1206,88.5658,2021,8.06,1451,0,124,0,200,36,27,207,760,24.84009135,25,8.5,300,250,250,250,500,75,30,200,500,103.3448817
West Bengal,South 24 Parganas,Kultali,Jamtala Hat,22.1089,88.5697,2021,8.98,1107,54,110,0,195,32,28,182,624,32.56822219,25,8.5,300,250,250,250,500,75,30,200,500,98.87935352
West Bengal,South 24 Parganas,Maheshtala,Goragacha,22.5147,88.2978,2021,8.64,1495,45,234,2,300,72,29,183,806,27.47779934,25,8.5,300,250,250,250,500,75,30,200,500,121.3949573
West Bengal,South 24 Parganas,Mandirbazar,Anchna Pz-ii,22.1381,88.3192,2021,7.87,1461,0,241,2,230,60,19,202,804,23.40662657,25,8.5,300,250,250,250,500,75,30,200,500,107.90544
West Bengal,South 24 Parganas,Mathurapur-I,Kabandighi,21.9734,88.4652,2021,9.09,1613,60,209,2,75,20,6,318,876,23.14881245,25,8.5,300,250,250,250,500,75,30,200,500,115.8056288
West Bengal,South 24 Parganas,Mathurapur-I,Mathurapur (Ramnagar),22.2697,88.445,2021,8.81,1823,30,393,36,300,52,41,281,992,28.09199445,25,8.5,300,250,250,250,500,75,30,200,500,148.1092101
West Bengal,South 24 Parganas,Mathurapur-I,Raidighi,21.9967,88.44,2021,8.12,1743,0,489,0,365,54,56,210,997,24.8390981,25,8.5,300,250,250,250,500,75,30,200,500,144.2445205
West Bengal,South 24 Parganas,Mathurapur-II,Companitthek,22.0369,88.4272,2021,8.22,3849,0,1081,63,735,126,102,605,2221,27.47037954,25,8.5,300,250,250,250,500,75,30,200,500,303.0468047
West Bengal,South 24 Parganas,Mathurapur-II,Khanrapara,22.0711,88.4314,2021,8.21,1937,0,337,0,560,44,109,200,1138,27.19609754,25,8.5,300,250,250,250,500,75,30,200,500,166.5016112
West Bengal,South 24 Parganas,Mathurapur-II,Tatuntala,22.0436,88.4083,2021,9.01,2210,48,386,3,140,34,13,386,1133,27.28509824,25,8.5,300,250,250,250,500,75,30,200,500,153.7157933
West Bengal,South 24 Parganas,Namkhana,Bakkhali,21.5606,88.2667,2021,8.53,1120,60,106,0,85,14,12,224,755,20.29943071,25,8.5,300,250,250,250,500,75,30,200,500,87.4179748
West Bengal,South 24 Parganas,Namkhana,Namkhana,21.785,88.2328,2021,8.62,954,60,96,0,100,16,15,224,628,24.56691756,25,8.5,300,250,250,250,500,75,30,200,500,83.23645487
West Bengal,South 24 Parganas,Namkhana,Rajnagar,21.6714,88.2514,2021,8.55,846,51,131,13,180,18,33,177,581,20.55202368,25,8.5,300,250,250,250,500,75,30,200,500,83.65831164
West Bengal,South 24 Parganas,Pathar Pratima,Milan more,22.3028,88.1274,2021,8.08,1328,0,124,4,115,46,0,217,716,32.40655827,25,8.5,300,250,250,250,500,75,30,200,500,93.7751121
